triplets,name,type,rx,tx,mem,cpu
3,arbiter,arbiter,28880,13367,88776704,0.000050173
3,arbiter,arbiter,28880,13367,88776704,0
3,arbiter,arbiter,29793,14208,88776704,0.001892346
3,arbiter,arbiter,29863,14208,88776704,0.000053114
3,databox-store-mock-0,store,20018045,14865157,147353600,0.05077467466268046
3,databox-store-mock-0,store,20372779,15107580,147353600,0.18821153467336682
3,databox-store-mock-0,store,20732489,15341364,147353600,0.197582771
3,databox-store-mock-0,store,21138289,15622137,147353600,0.24704533731343284
3,databox-store-mock-0,store,21438608,15852318,147353600,0.179651476
3,databox-store-mock-0,store,21756176,16062792,147353600,0.1692903718592965
3,databox-store-mock-0,store,22135370,16314482,147353600,0.21386939698492463
3,databox-store-mock-0,store,22611425,16616878,147357696,0.28306986
3,databox-store-mock-0,store,22953932,16858118,148062208,0.25246059800995024
3,databox-store-mock-0,store,23299494,17093102,145084416,0.238601654
3,databox-store-mock-0,store,23650063,17307675,145088512,0.190601365
3,databox-driver-mock-0,driver,1971673,16695676,130408448,0.0438040620903977
3,databox-driver-mock-0,driver,2004655,16980813,130719744,0.16199977085427136
3,databox-driver-mock-0,driver,2037983,17261563,130727936,0.176468243
3,databox-driver-mock-0,driver,2076699,17600653,130736128,0.21477860497512438
3,databox-driver-mock-0,driver,2104881,17847469,130732032,0.183809568
3,databox-driver-mock-0,driver,2137041,18129825,130732032,0.1534820904522613
3,databox-driver-mock-0,driver,2176081,18464151,130732032,0.20298464824120602
3,databox-driver-mock-0,driver,2219729,18845094,130732032,0.241000877
3,databox-driver-mock-0,driver,2255373,19153209,130736128,0.2215691104477612
3,databox-driver-mock-0,driver,2289137,19456619,128942080,0.216394556
3,databox-driver-mock-0,driver,2319599,19720274,128942080,0.155607987
3,databox-app-mock-0,app,12906135,3335309,120115200,0.0291195021950356
3,databox-app-mock-0,app,13115402,3390061,120320000,0.10270417989949748
3,databox-app-mock-0,app,13310627,3442067,119304192,0.137521636
3,databox-app-mock-0,app,13555105,3509339,119304192,0.11256580597014926
3,databox-app-mock-0,app,13754444,3561581,119304192,0.08670574
3,databox-app-mock-0,app,13937678,3610901,119304192,0.08318223718592965
3,databox-app-mock-0,app,14146302,3667421,119808000,0.11220943216080402
3,databox-app-mock-0,app,14408138,3737225,120029184,0.140908943
3,databox-app-mock-0,app,14614251,3793745,120078336,0.10965543184079601
3,databox-app-mock-0,app,14828548,3852107,120127488,0.110636844
3,databox-app-mock-0,app,14996398,3895505,119508992,0.116183202
3,databox-store-mock-1,store,4683087,3605160,162828288,0.023204171480272217
3,databox-store-mock-1,store,4979702,3807384,165650432,0.1889961527638191
3,databox-store-mock-1,store,5244055,3987751,166920192,0.17515349
3,databox-store-mock-1,store,5553652,4191394,169779200,0.19446351940298506
3,databox-store-mock-1,store,5858978,4434559,172568576,0.21465648
3,databox-store-mock-1,store,6167274,4639504,175251456,0.18516236783919598
3,databox-store-mock-1,store,6465823,4844899,176246784,0.18319081507537688
3,databox-store-mock-1,store,6746100,5035656,179179520,0.175425911
3,databox-store-mock-1,store,7063205,5248225,182312960,0.19914044875621892
3,databox-store-mock-1,store,7376201,5454498,183332864,0.199876242
3,databox-store-mock-1,store,7721766,5681526,186580992,0.219283394
3,databox-driver-mock-1,driver,444013,3819558,150200320,0.017973520003147003
3,databox-driver-mock-1,driver,472599,4070104,151969792,0.14545722110552764
3,databox-driver-mock-1,driver,500475,4314179,154320896,0.156580961
3,databox-driver-mock-1,driver,529541,4567721,159244288,0.1624831631840796
3,databox-driver-mock-1,driver,559971,4828491,158347264,0.161138737
3,databox-driver-mock-1,driver,589007,5083426,162172928,0.14943209346733669
3,databox-driver-mock-1,driver,616397,5320634,164368384,0.1409284824120603
3,databox-driver-mock-1,driver,645835,5578390,166268928,0.148055616
3,databox-driver-mock-1,driver,674719,5828785,167993344,0.14517699004975124
3,databox-driver-mock-1,driver,703237,6079311,170041344,0.153020394
3,databox-driver-mock-1,driver,740665,6408505,172195840,0.194962449
3,databox-app-mock-1,app,3160165,849793,131559424,0.012698471763502616
3,databox-app-mock-1,app,3335368,895855,131784704,0.08375333366834171
3,databox-app-mock-1,app,3505217,940669,131956736,0.078400049
3,databox-app-mock-1,app,3676092,987457,137502720,0.10330328457711443
3,databox-app-mock-1,app,3900572,1048219,137736192,0.096776087
3,databox-app-mock-1,app,4065868,1089541,143679488,0.09671210854271357
3,databox-app-mock-1,app,4233302,1134751,144826368,0.08653165527638192
3,databox-app-mock-1,app,4412551,1183249,145014784,0.077112029
3,databox-app-mock-1,app,4573267,1226551,150753280,0.09339688258706468
3,databox-app-mock-1,app,4750068,1275049,150941696,0.077790527
3,databox-app-mock-1,app,4970429,1335055,151306240,0.099464697
3,databox-store-mock-2,store,2178,1524,51171328,0.002600599067699933
3,databox-store-mock-2,store,3006,1524,62824448,0.26484479095477387
3,databox-store-mock-2,store,3346,1524,72851456,0.265660812
3,databox-store-mock-2,store,3346,1734,82993152,0.1968657144278607
3,databox-store-mock-2,store,3346,1734,96149504,0.259952399
3,databox-store-mock-2,store,3556,1734,103198720,0.3402784422110553
3,databox-store-mock-2,store,9654,6115,113037312,0.27549548140703517
3,databox-store-mock-2,store,51366,98791,118796288,0.196278234
3,databox-store-mock-2,store,96231,202203,119545856,0.1894066119402985
3,databox-store-mock-2,store,168372,369329,119377920,0.164017576
3,databox-store-mock-2,store,382294,503555,119992320,0.185933947
3,databox-driver-mock-2,driver,864,516,29138944,0.000869800523189489
3,databox-driver-mock-2,driver,1384,1016,38027264,0.19430092864321608
3,databox-driver-mock-2,driver,1474,1016,47071232,0.21777381
3,databox-driver-mock-2,driver,1614,1016,58863616,0.20202141691542289
3,databox-driver-mock-2,driver,1614,1016,67805184,0.259928203
3,databox-driver-mock-2,driver,1684,1156,77635584,0.19087704623115578
3,databox-driver-mock-2,driver,1726,1156,88260608,0.18848958291457285
3,databox-driver-mock-2,driver,1866,1156,96223232,0.188938203
3,databox-driver-mock-2,driver,1866,1156,101150720,0.19504375422885573
3,databox-driver-mock-2,driver,3323,6367,106385408,0.204553677
3,databox-driver-mock-2,driver,23051,165987,112992256,0.217274383
3,databox-app-mock-2,app,426,348,28000256,0.000752891007434798
3,databox-app-mock-2,app,934,676,40136704,0.2970880743718593
3,databox-app-mock-2,app,1114,1016,49725440,0.218928466
3,databox-app-mock-2,app,1344,1016,61136896,0.1788174935323383
3,databox-app-mock-2,app,1344,1016,67149824,0.210708224
3,databox-app-mock-2,app,1414,1086,82763776,0.3074022582914573
3,databox-app-mock-2,app,5812,7188,87990272,0.18984631959798995
3,databox-app-mock-2,app,95358,47313,93069312,0.145615559
3,databox-app-mock-2,app,215630,99714,97296384,0.18500779502487563
3,databox-app-mock-2,app,372596,162798,100503552,0.200358229
3,databox-app-mock-2,app,482838,210986,106795008,0.192179728
4,arbiter,arbiter,35385,15978,88858624,0.004144743724455674
4,arbiter,arbiter,35951,15978,88858624,0
4,arbiter,arbiter,36611,15978,88858624,0
4,arbiter,arbiter,36681,15978,88858624,0
4,arbiter,arbiter,36751,15978,88858624,0
4,arbiter,arbiter,36891,15978,88858624,0
4,arbiter,arbiter,37031,15978,88858624,0
4,arbiter,arbiter,37241,15978,88858624,0
4,arbiter,arbiter,37241,15978,88858624,0
4,arbiter,arbiter,38018,16630,88858624,0.0018573849246231156
4,arbiter,arbiter,38158,16630,88858624,0
4,databox-store-mock-0,store,24897682,18202612,145092608,0.05863704532213718
4,databox-store-mock-0,store,25091692,18333270,145092608,0.122114839
4,databox-store-mock-0,store,25341523,18491339,145092608,0.13351650882352942
4,databox-store-mock-0,store,25528249,18615096,145092608,0.11043551224489796
4,databox-store-mock-0,store,25727160,18751230,145096704,0.120765886
4,databox-store-mock-0,store,25955418,18900481,145326080,0.14017373333333333
4,databox-store-mock-0,store,26136270,19027166,145326080,0.1319464542713568
4,databox-store-mock-0,store,26380327,19182277,145936384,0.170421789
4,databox-store-mock-0,store,26628591,19363501,146030592,0.1812237880597015
4,databox-store-mock-0,store,26856804,19522613,146030592,0.13531810552763818
4,databox-store-mock-0,store,27149290,19715948,146030592,0.170983794
4,databox-driver-mock-0,driver,2441113,20766294,128417792,0.05107843369621758
4,databox-driver-mock-0,driver,2461347,20938854,128417792,0.109104281
4,databox-driver-mock-0,driver,2486309,21152964,128417792,0.1260158362745098
4,databox-driver-mock-0,driver,2506575,21331856,128647168,0.11606528265306122
4,databox-driver-mock-0,driver,2525793,21499489,128647168,0.110559013
4,databox-driver-mock-0,driver,2546093,21679318,128647168,0.11026696218905473
4,databox-driver-mock-0,driver,2563299,21830103,128647168,0.1023174552763819
4,databox-driver-mock-0,driver,2586515,22030027,128651264,0.143349381
4,databox-driver-mock-0,driver,2610971,22244943,129093632,0.17741537213930347
4,databox-driver-mock-0,driver,2628751,22399933,129093632,0.09901489447236181
4,databox-driver-mock-0,driver,2660615,22682865,129093632,0.167297135
4,databox-app-mock-0,app,15776591,4103759,119508992,0.0330229306680538
4,databox-app-mock-0,app,15898212,4135913,119508992,0.058147601
4,databox-app-mock-0,app,16029261,4170569,120152064,0.07528040196078431
4,databox-app-mock-0,app,16135746,4199897,120156160,0.062016191836734694
4,databox-app-mock-0,app,16255222,4232777,120156160,0.06609045
4,databox-app-mock-0,app,16374266,4264835,120156160,0.06278947164179105
4,databox-app-mock-0,app,16483769,4294427,120156160,0.06223110653266332
4,databox-app-mock-0,app,16624019,4331417,121565184,0.104060779
4,databox-app-mock-0,app,16775851,4373009,121561088,0.07538461194029851
4,databox-app-mock-0,app,16904003,4406711,121561088,0.05860135577889447
4,databox-app-mock-0,app,17079134,4455077,121561088,0.080117375
4,databox-store-mock-1,store,8873668,6479864,196329472,0.03181818977855391
4,databox-store-mock-1,store,9072560,6619212,197091328,0.140131216
4,databox-store-mock-1,store,9350225,6806932,200060928,0.19288021176470588
4,databox-store-mock-1,store,9621135,6961997,202706944,0.17974427959183673
4,databox-store-mock-1,store,9904529,7159934,203800576,0.221721495
4,databox-store-mock-1,store,10131762,7310945,206553088,0.18635989850746268
4,databox-store-mock-1,store,10344540,7444549,185876480,0.16345237989949749
4,databox-store-mock-1,store,10554782,7585841,185917440,0.118043455
4,databox-store-mock-1,store,10781611,7732323,186437632,0.13225390049751243
4,databox-store-mock-1,store,10971740,7858298,186437632,0.11455527638190954
4,databox-store-mock-1,store,11186104,8000227,186437632,0.126875766
4,databox-driver-mock-1,driver,852825,7371250,180551680,0.024906177762502788
4,databox-driver-mock-1,driver,871043,7528211,182652928,0.105669708
4,databox-driver-mock-1,driver,897633,7761542,184451072,0.14088376470588235
4,databox-driver-mock-1,driver,923633,7982897,186085376,0.1464995857142857
4,databox-driver-mock-1,driver,949833,8209380,188166144,0.160323061
4,databox-driver-mock-1,driver,973999,8422580,190377984,0.1744995671641791
4,databox-driver-mock-1,driver,995087,8600049,157765632,0.12802130452261307
4,databox-driver-mock-1,driver,1017833,8795280,157765632,0.115695668
4,databox-driver-mock-1,driver,1038595,8975353,157765632,0.11007760995024876
4,databox-driver-mock-1,driver,1058391,9150003,157765632,0.10584887135678392
4,databox-driver-mock-1,driver,1078225,9322862,157765632,0.110183322
4,databox-app-mock-1,app,5650688,1514803,163241984,0.016613546091253623
4,databox-app-mock-1,app,5765980,1546039,163385344,0.058091875
4,databox-app-mock-1,app,5930583,1589275,163586048,0.07281051176470588
4,databox-app-mock-1,app,6046164,1618927,169504768,0.0846261193877551
4,databox-app-mock-1,app,6203279,1658311,169558016,0.082923248
4,databox-app-mock-1,app,6348309,1695127,169771008,0.08691784378109453
4,databox-app-mock-1,app,6460409,1724815,175534080,0.08701173165829146
4,databox-app-mock-1,app,6594003,1760917,175677440,0.070338141
4,databox-app-mock-1,app,6696525,1788601,127471616,0.06806621094527363
4,databox-app-mock-1,app,6822719,1821907,127471616,0.06411420904522613
4,databox-app-mock-1,app,6934943,1852189,127471616,0.054034548
4,databox-store-mock-2,store,1449545,1108365,137588736,0.014082662257561121
4,databox-store-mock-2,store,1752464,1255525,138539008,0.162927336
4,databox-store-mock-2,store,1971590,1350501,142503936,0.1265193225490196
4,databox-store-mock-2,store,2171062,1444855,143028224,0.11001352755102041
4,databox-store-mock-2,store,2347449,1553003,143687680,0.121555885
4,databox-store-mock-2,store,2517758,1648703,145539072,0.12333359800995025
4,databox-store-mock-2,store,2771654,1756569,148815872,0.14512915979899496
4,databox-store-mock-2,store,3024990,1867215,149585920,0.12223339
4,databox-store-mock-2,store,3221215,1943323,153481216,0.11328916815920398
4,databox-store-mock-2,store,3464110,2044605,154484736,0.1257690633165829
4,databox-store-mock-2,store,3685804,2145257,155041792,0.114088036
4,databox-driver-mock-2,driver,125901,1010819,125988864,0.011079136003566917
4,databox-driver-mock-2,driver,156411,1257714,128053248,0.180098987
4,databox-driver-mock-2,driver,179017,1442057,129953792,0.12045495784313726
4,databox-driver-mock-2,driver,199703,1612422,131928064,0.11713679693877552
4,databox-driver-mock-2,driver,215715,1747134,132280320,0.13628222
4,databox-driver-mock-2,driver,232213,1887141,134512640,0.12852988955223882
4,databox-driver-mock-2,driver,257201,2099187,136568832,0.1354865326633166
4,databox-driver-mock-2,driver,282689,2313466,138604544,0.132142264
4,databox-driver-mock-2,driver,302905,2484461,140570624,0.10922684477611941
4,databox-driver-mock-2,driver,328831,2701638,140877824,0.13529732864321609
4,databox-driver-mock-2,driver,349753,2877757,142659584,0.113474469
4,databox-app-mock-2,app,985316,434357,113651712,0.01086213854499517
4,databox-app-mock-2,app,1091500,480653,119009280,0.139838197
4,databox-app-mock-2,app,1178832,520448,119209984,0.08538042156862745
4,databox-app-mock-2,app,1254380,554822,119377920,0.07747555
4,databox-app-mock-2,app,1352216,598517,119582720,0.093244828
4,databox-app-mock-2,app,1427826,631505,123949056,0.0906037184079602
4,databox-app-mock-2,app,1509016,668369,124129280,0.08098769246231156
4,databox-app-mock-2,app,1584560,702677,124313600,0.076822643
4,databox-app-mock-2,app,1654636,734429,129900544,0.09010305472636816
4,databox-app-mock-2,app,1723054,765740,130052096,0.06768560502512563
4,databox-app-mock-2,app,1809754,805226,130240512,0.085691318
4,databox-store-mock-3,store,2100,1524,39342080,0.0016883748086497733
4,databox-store-mock-3,store,2756,1524,46129152,0.143444068
4,databox-store-mock-3,store,3346,1524,54263808,0.15189879607843138
4,databox-store-mock-3,store,3346,1734,62906368,0.21777877142857144
4,databox-store-mock-3,store,3346,1734,71065600,0.211688851
4,databox-store-mock-3,store,3486,1734,77393920,0.1702796527363184
4,databox-store-mock-3,store,3626,1804,88743936,0.20816418190954775
4,databox-store-mock-3,store,3626,1874,96526336,0.16115802
4,databox-store-mock-3,store,3626,1944,100831232,0.13267036915422886
4,databox-store-mock-3,store,13026,8682,104243200,0.21983447738693468
4,databox-store-mock-3,store,20223,13953,109998080,0.162727926
4,databox-driver-mock-3,driver,606,516,24084480,0.00036170334770008173
4,databox-driver-mock-3,driver,1134,1016,31387648,0.175412898
4,databox-driver-mock-3,driver,1454,1016,35610624,0.1300973745098039
4,databox-driver-mock-3,driver,1524,1016,43921408,0.13488041734693879
4,databox-driver-mock-3,driver,1524,1016,46813184,0.130394353
4,databox-driver-mock-3,driver,1524,1156,57847808,0.15898577810945275
4,databox-driver-mock-3,driver,1594,1156,63250432,0.17138250251256282
4,databox-driver-mock-3,driver,1734,1156,71966720,0.201686152
4,databox-driver-mock-3,driver,1734,1156,79343616,0.17298350945273633
4,databox-driver-mock-3,driver,1734,1296,87138304,0.1378196582914573
4,databox-driver-mock-3,driver,1804,1296,94769152,0.156213946
4,databox-app-mock-3,app,360,180,23674880,0.00027988803596641154
4,databox-app-mock-3,app,856,516,30191616,0.167886506
4,databox-app-mock-3,app,1126,1016,37535744,0.19369789215686276
4,databox-app-mock-3,app,1356,1016,46632960,0.21936075102040817
4,databox-app-mock-3,app,1356,1016,54173696,0.107253833
4,databox-app-mock-3,app,1426,1016,61763584,0.16305999004975125
4,databox-app-mock-3,app,1426,1156,67088384,0.1819984190954774
4,databox-app-mock-3,app,1496,1156,75444224,0.156876622
4,databox-app-mock-3,app,2218,1751,84037632,0.19094477711442787
4,databox-app-mock-3,app,8972,10895,92745728,0.23023500100502511
4,databox-app-mock-3,app,13670,17473,96841728,0.173142126
5,arbiter,arbiter,44990,19992,88936448,0.003979080897181839
5,arbiter,arbiter,45990,19992,88936448,0
5,arbiter,arbiter,46200,19992,88936448,0
5,arbiter,arbiter,46200,19992,88936448,0
5,arbiter,arbiter,46200,19992,88936448,0
5,arbiter,arbiter,46480,19992,88936448,0
5,arbiter,arbiter,46690,19992,88936448,0
5,arbiter,arbiter,46690,19992,88936448,0
5,arbiter,arbiter,46690,19992,88936448,0
5,arbiter,arbiter,46970,19992,88936448,0
5,arbiter,arbiter,46970,19992,88936448,0
5,databox-store-mock-0,store,28148690,20412718,146030592,0.06240190104343861
5,databox-store-mock-0,store,28367445,20582988,146030592,0.14921233463414635
5,databox-store-mock-0,store,28576809,20724800,146030592,0.12795921134020619
5,databox-store-mock-0,store,28714526,20814529,146030592,0.085846734
5,databox-store-mock-0,store,28901318,20944717,146030592,0.104892847
5,databox-store-mock-0,store,29092792,21064086,146034688,0.0968030391959799
5,databox-store-mock-0,store,29243086,21153799,146034688,0.10270112277227723
5,databox-store-mock-0,store,29428015,21278003,146374656,0.1408385898989899
5,databox-store-mock-0,store,29593000,21394410,146374656,0.123666828
5,databox-store-mock-0,store,29741183,21494315,146370560,0.113960834
5,databox-store-mock-0,store,29910785,21610634,146370560,0.11339568457711442
5,databox-driver-mock-0,driver,2756851,23506041,129699840,0.05450931992353963
5,databox-driver-mock-0,driver,2779133,23687933,129929216,0.16022563609756096
5,databox-driver-mock-0,driver,2801637,23882452,129925120,0.1340091762886598
5,databox-driver-mock-0,driver,2812725,23981815,130052096,0.06846939
5,databox-driver-mock-0,driver,2830629,24138318,129925120,0.091525734
5,databox-driver-mock-0,driver,2849545,24298895,130236416,0.09802546231155779
5,databox-driver-mock-0,driver,2864771,24431839,130740224,0.0914637900990099
5,databox-driver-mock-0,driver,2881907,24584010,130740224,0.10309370707070707
5,databox-driver-mock-0,driver,2900555,24748722,130756608,0.115551822
5,databox-driver-mock-0,driver,2914505,24869052,130772992,0.078997161
5,databox-driver-mock-0,driver,2928477,24989469,130793472,0.10277414328358209
5,databox-app-mock-0,app,17693831,4619141,121561088,0.034768872851305616
5,databox-app-mock-0,app,17838114,4657313,122253312,0.09726127024390244
5,databox-app-mock-0,app,17956627,4688909,122253312,0.07089431649484536
5,databox-app-mock-0,app,18036468,4710215,122253312,0.048620927
5,databox-app-mock-0,app,18130513,4735697,122253312,0.050867289
5,databox-app-mock-0,app,18242694,4765487,126390272,0.0787907487437186
5,databox-app-mock-0,app,18320880,4787351,119074816,0.05834882673267327
5,databox-app-mock-0,app,18415534,4812833,119074816,0.04748720505050505
5,databox-app-mock-0,app,18534836,4844891,119074816,0.060289102
5,databox-app-mock-0,app,18617357,4867085,119074816,0.042192342
5,databox-app-mock-0,app,18702380,4890101,119201792,0.043452944278606964
5,databox-store-mock-1,store,12063517,8652640,187871232,0.03753811387685671
5,databox-store-mock-1,store,12197195,8776918,187871232,0.09335642536585366
5,databox-store-mock-1,store,12411097,8919201,187875328,0.11683551340206186
5,databox-store-mock-1,store,12602500,9048477,187875328,0.113663304
5,databox-store-mock-1,store,12807742,9186735,187875328,0.10756168
5,databox-store-mock-1,store,12997037,9307888,187875328,0.09841186834170854
