0,light,1476798838280,1476798838209,187.000000
1,light,1476798838627,1476798838570,188.000000
2,light,1476798838800,1476798838750,189.000000
3,light,1476798838973,1476798838930,190.000000
4,light,1476798839267,1476798839135,191.000000
5,light,1476798839533,1476798839470,192.000000
6,light,1476798839709,1476798839651,193.000000
7,light,1476798839871,1476798839831,192.000000
8,light,1476798840232,1476798840192,180.000000
9,light,1476798840443,1476798840372,98.000000
10,light,1476798840695,1476798840552,61.000000
11,light,1476798841088,1476798840732,56.000000
12,light,1476798841118,1476798840912,43.000000
13,light,1476798841176,1476798841091,68.000000
14,light,1476798841379,1476798841274,89.000000
15,light,1476798841503,1476798841452,78.000000
16,light,1476798841825,1476798841633,72.000000
17,light,1476798841851,1476798841813,52.000000
18,light,1476798842055,1476798841993,55.000000
19,light,1476798842283,1476798842174,59.000000
20,light,1476798842415,1476798842353,61.000000
21,light,1476798842596,1476798842533,66.000000
22,light,1476798842760,1476798842714,64.000000
23,light,1476798842942,1476798842894,71.000000
24,light,1476798843208,1476798843074,58.000000
25,light,1476798843289,1476798843253,63.000000
26,light,1476798843735,1476798843615,65.000000
27,light,1476798843865,1476798843795,67.000000
28,light,1476798844132,1476798843975,64.000000
29,light,1476798844262,1476798844155,62.000000
30,light,1476798844448,1476798844337,58.000000
31,light,1476798844568,1476798844515,61.000000
32,light,1476798844746,1476798844696,59.000000
33,light,1476798844930,1476798844876,54.000000
34,light,1476798845207,1476798845056,59.000000
35,light,1476798845276,1476798845235,53.000000
36,light,1476798845459,1476798845417,48.000000
37,light,1476798845634,1476798845596,50.000000
38,light,1476798845836,1476798845777,55.000000
39,light,1476798846016,1476798845959,59.000000
40,light,1476798846170,1476798846136,62.000000
41,light,1476798846353,1476798846317,60.000000
42,light,1476798846563,1476798846497,56.000000
43,light,1476798846728,1476798846678,53.000000
44,light,1476798846913,1476798846858,27.000000
45,light,1476798847173,1476798847038,46.000000
46,light,1476798847290,1476798847217,52.000000
47,light,1476798847477,1476798847397,48.000000
48,light,1476798847874,1476798847579,46.000000
49,light,1476798847886,1476798847760,45.000000
50,light,1476798848050,1476798847939,37.000000
51,light,1476798848181,1476798848119,30.000000
52,light,1476798848358,1476798848299,13.000000
53,light,1476798848529,1476798848479,28.000000
54,light,1476798848693,1476798848659,24.000000
55,light,1476798848913,1476798848840,42.000000
56,light,1476798849173,1476798849021,50.000000
57,light,1476798849246,1476798849199,52.000000
58,light,1476798849432,1476798849380,43.000000
59,light,1476798849597,1476798849560,31.000000
60,light,1476798849781,1476798849741,30.000000
61,light,1476798850015,1476798849921,35.000000
