triplets,name,type,rx,tx,mem,cpu
2,databox-store-mock-0,store,13941604,10138581,187781120,0.282535567839196
2,databox-store-mock-0,store,14444546,10466855,188276736,0.29423128341708543
2,databox-store-mock-0,store,14875297,10740049,188633088,0.29064558190954776
2,databox-store-mock-0,store,15390056,11133072,150544384,0.313979455
2,databox-store-mock-0,store,15895928,11486135,150585344,0.296461287
2,databox-store-mock-0,store,16527268,11967357,150585344,0.33901775467980294
2,databox-store-mock-0,store,17101701,12380394,150618112,0.31647139289340104
2,databox-driver-mock-0,driver,1181885,9834847,161128448,0.0008442955465215884
2,databox-driver-mock-0,driver,1229183,10243859,161128448,0.22074553131313132
2,databox-driver-mock-0,driver,1286545,10745870,161136640,0.2712140472361809
2,databox-driver-mock-0,driver,1347759,11280539,161263616,0.28526928059701495
2,databox-driver-mock-0,driver,1397411,11712301,161267712,0.25813720904522613
2,databox-driver-mock-0,driver,1443043,12103598,161140736,0.22239072261306533
2,databox-driver-mock-0,driver,1488889,12500974,155525120,0.3195859346733668
2,databox-driver-mock-0,driver,1534701,12891360,155525120,0.231273942
2,databox-driver-mock-0,driver,1587777,13357168,155525120,0.274868313
2,databox-driver-mock-0,driver,1650297,13879514,155910144,0.3233265458128079
2,databox-driver-mock-0,driver,1705685,14357655,129146880,0.30083497868020304
2,databox-app-mock-0,app,7444896,1885913,127950848,0.0005848228811097455
2,databox-app-mock-0,app,7763142,1970645,127950848,0.138461202020202
2,databox-app-mock-0,app,8079862,2056229,128794624,0.13514978793969848
2,databox-app-mock-0,app,8430555,2151185,128794624,0.15543344776119403
2,databox-app-mock-0,app,8736706,2233319,128921600,0.13033193668341708
2,databox-app-mock-0,app,9024746,2310947,133828608,0.1671617798994975
2,databox-app-mock-0,app,9252240,2370029,138760192,0.13963367236180904
2,databox-app-mock-0,app,9586263,2457053,131227648,0.175051542
2,databox-app-mock-0,app,9918042,2543945,131100672,0.14712922
2,databox-app-mock-0,app,10340461,2653883,131100672,0.18511978226600986
2,databox-app-mock-0,app,10704317,2751335,132067328,0.1756774730964467
2,databox-store-mock-1,store,2166,1524,86077440,0.00015305240235723516
2,databox-store-mock-1,store,3076,1524,97853440,0.30439319292929296
2,databox-store-mock-1,store,3346,1524,108527616,0.35838528844221107
2,databox-store-mock-1,store,3965,2235,112672768,0.11724788756218905
2,databox-store-mock-1,store,53043,181000,118992896,0.3280442271356784
2,databox-store-mock-1,store,186034,408746,119705600,0.33323462914572866
2,databox-store-mock-1,store,597382,690891,130023424,0.3617699035175879
2,databox-store-mock-1,store,1023056,1018559,133554176,0.345839524
2,databox-store-mock-1,store,1579934,1378717,137117696,0.360146598
2,databox-store-mock-1,store,2072064,1732024,140472320,0.3287468551724138
2,databox-store-mock-1,store,2541582,2109470,145584128,0.35464103248730966
2,databox-driver-mock-1,driver,954,676,31420416,0.000028078389470939943
2,databox-driver-mock-1,driver,1474,926,46731264,0.33978431313131313
2,databox-driver-mock-1,driver,1564,1016,66666496,0.4141502673366834
2,databox-driver-mock-1,driver,1746,1016,87375872,0.39551806368159204
2,databox-driver-mock-1,driver,1746,1086,100716544,0.3969620934673367
2,databox-driver-mock-1,driver,14843,98125,113053696,0.36946647638190955
2,databox-driver-mock-1,driver,54121,443589,114282496,0.29204225226130653
2,databox-driver-mock-1,driver,96489,810341,124338176,0.292089465
2,databox-driver-mock-1,driver,146259,1236426,128020480,0.277798096
2,databox-driver-mock-1,driver,194555,1648481,132005888,0.24129108472906405
2,databox-driver-mock-1,driver,237121,2024352,136536064,0.29832017461928934
2,databox-app-mock-1,app,340,336,30633984,0.00002711396240685512
2,databox-app-mock-1,app,766,836,50212864,0.4200093515151515
2,databox-app-mock-1,app,1126,1016,62173184,0.22999463618090452
2,databox-app-mock-1,app,1266,1016,81813504,0.4052747671641791
2,databox-app-mock-1,app,160748,44827,88150016,0.21696277688442211
2,databox-app-mock-1,app,399422,109707,93515776,0.216885216080402
2,databox-app-mock-1,app,653915,178755,97996800,0.16990659798994975
2,databox-app-mock-1,app,944696,254967,104497152,0.179874907
2,databox-app-mock-1,app,1239826,334863,108515328,0.217618455
2,databox-app-mock-1,app,1548546,416477,108707840,0.1425134039408867
2,databox-app-mock-1,app,1851660,496895,111484928,0.1662415654822335
3,arbiter,arbiter,25782,12006,88850432,0.00012554233740768642
3,arbiter,arbiter,26438,12006,88850432,0.000054048241206030154
3,arbiter,arbiter,26848,12006,88850432,0
3,arbiter,arbiter,27098,12006,88850432,0
3,arbiter,arbiter,27238,12006,88850432,0
3,arbiter,arbiter,27378,12006,88850432,0
3,arbiter,arbiter,27518,12006,88850432,0
3,arbiter,arbiter,28431,12658,88858624,0.002425281592039801
3,arbiter,arbiter,29008,13277,88858624,0.001572775879396985
3,arbiter,arbiter,29789,14118,88858624,0.001892194
3,arbiter,arbiter,29929,14118,88858624,0
3,databox-store-mock-0,store,18957799,13697327,143896576,0.0013987803594788626
3,databox-store-mock-0,store,19323648,13939977,143896576,0.2088753336683417
3,databox-store-mock-0,store,19662353,14166241,143896576,0.192775697
3,databox-store-mock-0,store,19955150,14372968,143896576,0.17748190746268658
3,databox-store-mock-0,store,20181886,14555902,143896576,0.14550199
3,databox-store-mock-0,store,20538376,14794709,144375808,0.2021566904522613
3,databox-store-mock-0,store,20808156,14958632,144769024,0.1721816944723618
3,databox-store-mock-0,store,21075091,15135348,145055744,0.17980627960199005
3,databox-store-mock-0,store,21286518,15286153,142946304,0.1675320351758794
3,databox-store-mock-0,store,21590467,15501245,142950400,0.172918897
3,databox-store-mock-0,store,21896402,15738193,142950400,0.18974131
3,databox-driver-mock-0,driver,1885429,15905439,129708032,0.0012614786855220611
3,databox-driver-mock-0,driver,1917669,16184710,130355200,0.17536346130653266
3,databox-driver-mock-0,driver,1956375,16518331,130519040,0.206132625
3,databox-driver-mock-0,driver,1982949,16749731,130433024,0.1632005223880597
3,databox-driver-mock-0,driver,2004373,16930841,128356352,0.156615544
3,databox-driver-mock-0,driver,2039999,17245541,128356352,0.1882082552763819
3,databox-driver-mock-0,driver,2065797,17466313,128356352,0.14251380100502511
3,databox-driver-mock-0,driver,2091773,17693434,128356352,0.14120265870646767
3,databox-driver-mock-0,driver,2109339,17840477,128356352,0.0894216703517588
3,databox-driver-mock-0,driver,2143247,18130490,128774144,0.187958457
3,databox-driver-mock-0,driver,2172705,18383105,130617344,0.191245668
3,databox-app-mock-0,app,11835519,3055535,119357440,0.0008253622180542519
3,databox-app-mock-0,app,12021676,3103799,119484416,0.1010087567839196
3,databox-app-mock-0,app,12203614,3150317,119357440,0.078833339
3,databox-app-mock-0,app,12385477,3198155,121163776,0.1069032039800995
3,databox-app-mock-0,app,12570894,3246287,121335808,0.103692875
3,databox-app-mock-0,app,12790598,3305471,121548800,0.11284671457286433
3,databox-app-mock-0,app,12918445,3338183,118943744,0.10011002010050252
3,databox-app-mock-0,app,13069537,3377669,118816768,0.06777911044776119
3,databox-app-mock-0,app,13168545,3403313,118816768,0.04529420904522613
3,databox-app-mock-0,app,13390900,3462725,118816768,0.096873776
3,databox-app-mock-0,app,13566248,3510401,118816768,0.076920304
3,databox-store-mock-1,store,4295957,3283549,159338496,0.0006505058338810229
3,databox-store-mock-1,store,4607070,3492495,162070528,0.20062264924623116
3,databox-store-mock-1,store,4952625,3716077,163024896,0.211666717
3,databox-store-mock-1,store,5275831,3940243,166297600,0.22352195422885573
3,databox-store-mock-1,store,5515780,4098618,168919040,0.15489892
3,databox-store-mock-1,store,5776367,4284897,169869312,0.17934299296482412
3,databox-store-mock-1,store,6116691,4516229,173002752,0.2080258351758794
3,databox-store-mock-1,store,6386551,4688560,175624192,0.17111446666666666
3,databox-store-mock-1,store,6682720,4888919,176758784,0.18226965728643216
3,databox-store-mock-1,store,6982972,5095491,179675136,0.199867793
3,databox-store-mock-1,store,7245266,5254030,182587392,0.161965013
3,databox-driver-mock-1,driver,410685,3517773,148942848,0.0005090640717333246
3,databox-driver-mock-1,driver,444867,3813847,151052288,0.17012602211055278
3,databox-driver-mock-1,driver,478069,4105022,152981504,0.177637066
3,databox-driver-mock-1,driver,505859,4349214,155013120,0.14262750845771144
3,databox-driver-mock-1,driver,527795,4540224,156798976,0.115485872
3,databox-driver-mock-1,driver,554225,4762342,157872128,0.15410064120603015
3,databox-driver-mock-1,driver,587327,5052031,160100352,0.15704801708542715
3,databox-driver-mock-1,driver,613831,5278427,162021376,0.1369725512437811
3,databox-driver-mock-1,driver,647203,5573589,165879808,0.17660730050251255
3,databox-driver-mock-1,driver,672313,5785337,167890944,0.129906735
3,databox-driver-mock-1,driver,702449,6046869,169963520,0.15969173
3,databox-app-mock-1,app,3063734,818381,124952576,0.00037050272526783693
3,databox-app-mock-1,app,3251413,868259,131391488,0.108014206
3,databox-app-mock-1,app,3423351,912773,131575808,0.0786972855721393
3,databox-app-mock-1,app,3560504,948611,131760128,0.071296852
3,databox-app-mock-1,app,3716345,990629,137228288,0.0908557095477387
3,databox-app-mock-1,app,3945075,1053101,137457664,0.10206670251256282
3,databox-app-mock-1,app,4064175,1084895,143355904,0.07382074129353233
3,databox-app-mock-1,app,4262781,1138061,144314368,0.10458756783919598
3,databox-app-mock-1,app,4440129,1185407,144498688,0.080036187
3,databox-app-mock-1,app,4570804,1221575,150306816,0.080747456
3,databox-app-mock-1,app,4736434,1265501,150495232,0.07298247614213198
3,databox-store-mock-2,store,2756,1524,56291328,0.0000869235363624509
3,databox-store-mock-2,store,3166,1524,62955520,0.188705576
3,databox-store-mock-2,store,3346,1664,72581120,0.23061687462686567
3,databox-store-mock-2,store,3346,1734,86077440,0.248954869
3,databox-store-mock-2,store,3486,1734,96071680,0.20660093668341709
3,databox-store-mock-2,store,3626,1804,102121472,0.27918735879396983
3,databox-store-mock-2,store,11850,7786,106807296,0.1836143393034826
3,databox-store-mock-2,store,37966,55329,116269056,0.2925998884422111
3,databox-store-mock-2,store,201948,158493,118448128,0.200905698
3,databox-store-mock-2,store,482976,285623,119115776,0.270743893
3,databox-store-mock-2,store,734066,402753,119779328,0.1523219502538071
3,databox-driver-mock-2,driver,1134,926,36564992,0.00004648294971780752
3,databox-driver-mock-2,driver,1544,1016,46198784,0.186014195
3,databox-driver-mock-2,driver,1614,1016,60743680,0.26668786368159203
3,databox-driver-mock-2,driver,1614,1016,67837952,0.239327119
3,databox-driver-mock-2,driver,1614,1156,75276288,0.17639716180904522
3,databox-driver-mock-2,driver,1684,1156,85848064,0.1820055055276382
3,databox-driver-mock-2,driver,1824,1156,98881536,0.29731047562189056
3,databox-driver-mock-2,driver,1866,1156,104673280,0.29499771557788945
3,databox-driver-mock-2,driver,18397,134927,113041408,0.234337541
3,databox-driver-mock-2,driver,47111,379447,113958912,0.224444085
3,databox-driver-mock-2,driver,72167,577886,120340480,0.15015121725888325
3,databox-app-mock-2,app,856,516,33103872,0.00004004670451347821
3,databox-app-mock-2,app,1126,926,44507136,0.197080671
3,databox-app-mock-2,app,1196,1016,47591424,0.146657168159204
3,databox-app-mock-2,app,1266,1016,61906944,0.217930042
3,databox-app-mock-2,app,1336,1016,74174464,0.26033473065326634
3,databox-app-mock-2,app,1336,1156,82755584,0.20452332964824121
3,databox-app-mock-2,app,8040,9999,92127232,0.2536372417910448
3,databox-app-mock-2,app,54936,35496,96952320,0.2334725256281407
3,databox-app-mock-2,app,146276,76371,97292288,0.134273008
3,databox-app-mock-2,app,244582,120581,102105088,0.180606222
3,databox-app-mock-2,app,333040,155489,106446848,0.15671698274111676
4,arbiter,arbiter,35341,15822,88944640,0.00012750905091101763
4,arbiter,arbiter,35837,15822,88944640,0
4,arbiter,arbiter,36587,15822,88944640,0
4,arbiter,arbiter,36887,15822,88944640,0
4,arbiter,arbiter,36887,15822,88944640,0
4,arbiter,arbiter,36957,15822,88944640,0
4,arbiter,arbiter,37167,15822,88944640,0
4,arbiter,arbiter,37377,15822,88944640,0
4,arbiter,arbiter,37377,15822,88944640,0
4,arbiter,arbiter,37447,15822,88944640,0
4,arbiter,arbiter,38364,16474,88944640,0.001862816
4,databox-store-mock-0,store,23504123,16843477,142962688,0.0017123729132694776
4,databox-store-mock-0,store,23700088,17031821,142970880,0.15897534
4,databox-store-mock-0,store,23934931,17190889,142974976,0.174439562
4,databox-store-mock-0,store,24204023,17371080,142974976,0.192955019
4,databox-store-mock-0,store,24427947,17522184,141324288,0.1658178633165829
4,databox-store-mock-0,store,24631375,17661100,141328384,0.127704646
4,databox-store-mock-0,store,24902960,17835567,141328384,0.14807585326633166
4,databox-store-mock-0,store,25201902,18043721,141328384,0.164625251
4,databox-store-mock-0,store,25433250,18201495,141328384,0.1300905870646766
4,databox-store-mock-0,store,25653949,18363598,141328384,0.12438732727272728
4,databox-store-mock-0,store,25879849,18511572,141328384,0.132073394
4,databox-driver-mock-0,driver,2327483,19724517,131514368,0.0015487229292562496
4,databox-driver-mock-0,driver,2343633,19863874,132034560,0.118024437
4,databox-driver-mock-0,driver,2367341,20069461,129933312,0.142174732
4,databox-driver-mock-0,driver,2389359,20265164,129933312,0.124880403
4,databox-driver-mock-0,driver,2409081,20439956,130461696,0.12168130351758794
4,databox-driver-mock-0,driver,2433777,20656527,130461696,0.141086217
4,databox-driver-mock-0,driver,2462623,20898599,130469888,0.15106644020100501
4,databox-driver-mock-0,driver,2490755,21144278,130473984,0.152223578
4,databox-driver-mock-0,driver,2513417,21336190,130842624,0.14264365572139304
4,databox-driver-mock-0,driver,2534989,21521860,130838528,0.12609831313131314
4,databox-driver-mock-0,driver,2556525,21711071,130965504,0.119134214
4,databox-app-mock-0,app,14545953,3773633,122961920,0.000988555076827859
4,databox-app-mock-0,app,14660472,3804671,118771712,0.0652926
4,databox-app-mock-0,app,14851733,3857213,118771712,0.092253606
4,databox-app-mock-0,app,14985187,3892831,118771712,0.063611666
4,databox-app-mock-0,app,15103567,3925307,118771712,0.061067892462311556
4,databox-app-mock-0,app,15235111,3960455,118804480,0.067042332
4,databox-app-mock-0,app,15379242,3997769,118816768,0.0863368
4,databox-app-mock-0,app,15588824,4054355,118833152,0.090942873
4,databox-app-mock-0,app,15690394,4081217,119627776,0.07167629452736318
4,databox-app-mock-0,app,15834961,4120343,119635968,0.07571900505050505
4,databox-app-mock-0,app,15958273,4152101,119648256,0.068398555
4,databox-store-mock-1,store,8601952,6155233,193093632,0.0009623551265010437
4,databox-store-mock-1,store,8779510,6273966,193761280,0.120381629
4,databox-store-mock-1,store,9040221,6439420,196538368,0.156167003
4,databox-store-mock-1,store,9214567,6555215,197169152,0.107998814
4,databox-store-mock-1,store,9449422,6713402,199925760,0.1458580904522613
4,databox-store-mock-1,store,9670242,6859473,200744960,0.149410514
4,databox-store-mock-1,store,9851883,6982743,203304960,0.1505154190954774
4,databox-store-mock-1,store,10005762,7085205,203927552,0.127088921
4,databox-store-mock-1,store,10153137,7186559,204431360,0.11365954328358209
4,databox-store-mock-1,store,10315596,7281736,206827520,0.10758009494949496
4,databox-store-mock-1,store,10484856,7396205,185176064,0.152155366
4,databox-driver-mock-1,driver,831201,7162495,178118656,0.0007567458654781644
4,databox-driver-mock-1,driver,851849,7339011,180109312,0.111815276
4,databox-driver-mock-1,driver,873273,7521369,181981184,0.106816056
4,databox-driver-mock-1,driver,895787,7716084,184000512,0.121014601
4,databox-driver-mock-1,driver,918029,7911325,186003456,0.11356612864321608
4,databox-driver-mock-1,driver,935941,8067368,186343424,0.099156591
4,databox-driver-mock-1,driver,954377,8221012,188198912,0.1310158743718593
4,databox-driver-mock-1,driver,968629,8346766,189710336,0.112925518
4,databox-driver-mock-1,driver,982741,8471439,165629952,0.10687836815920398
4,databox-driver-mock-1,driver,1002033,8640901,165629952,0.09963400707070708
4,databox-driver-mock-1,driver,1016009,8760608,165756928,0.077950322
4,databox-app-mock-1,app,5447216,1456925,156794880,0.0005094416334788725
4,databox-app-mock-1,app,5560451,1487831,162516992,0.070494045
4,databox-app-mock-1,app,5686603,1522421,162828288,0.065543765
4,databox-app-mock-1,app,5822202,1557863,162869248,0.06548312864321608
4,databox-app-mock-1,app,5922861,1584923,162988032,0.050516439
4,databox-app-mock-1,app,6026957,1611587,168755200,0.08079885226130654
4,databox-app-mock-1,app,6121310,1637759,168869888,0.054922171
4,databox-app-mock-1,app,6208945,1660445,168984576,0.05587319900497512
4,databox-app-mock-1,app,6303517,1684937,169119744,0.060658611111111115
4,databox-app-mock-1,app,6377773,1704599,169209856,0.043435436
4,databox-app-mock-1,app,6497139,1735505,174993408,0.090723177
4,databox-store-mock-2,store,2012521,1017253,137158656,0.00043995773077695977
4,databox-store-mock-2,store,2172647,1136715,137859072,0.11381344
4,databox-store-mock-2,store,2411011,1247645,139747328,0.138460679
4,databox-store-mock-2,store,2705907,1383859,143364096,0.144636224120603
4,databox-store-mock-2,store,2946734,1491631,143966208,0.122959019
4,databox-store-mock-2,store,3129676,1571605,147841024,0.11560443216080402
4,databox-store-mock-2,store,3308596,1638399,148410368,0.093058154
4,databox-store-mock-2,store,3643744,1784525,149315584,0.1746530895522388
4,databox-store-mock-2,store,3868528,1888453,153399296,0.12788211515151515
4,databox-store-mock-2,store,4150394,2016861,154267648,0.149289055
4,databox-store-mock-2,store,4342130,2097735,158359552,0.118223973
4,databox-driver-mock-2,driver,181341,1495464,130256896,0.00038548092252810247
4,databox-driver-mock-2,driver,199427,1647273,132128768,0.100333396
4,databox-driver-mock-2,driver,212679,1752870,132710400,0.132754251
4,databox-driver-mock-2,driver,236687,1952241,134811648,0.125602556
4,databox-driver-mock-2,driver,268347,2219967,136916992,0.1458909135678392
4,databox-driver-mock-2,driver,290017,2401330,138764288,0.11980226
4,databox-driver-mock-2,driver,309197,2568844,140759040,0.11303451658291458
4,databox-driver-mock-2,driver,326539,2720975,142721024,0.10305184
4,databox-driver-mock-2,driver,359149,3000326,144973824,0.1736490447761194
4,databox-driver-mock-2,driver,382479,3189849,146845696,0.11946381414141415
4,databox-driver-mock-2,driver,409945,3420589,148889600,0.142501502
4,databox-app-mock-2,app,826124,374651,113147904,0.00033811654716016
4,databox-app-mock-2,app,931620,419516,117370880,0.120511779
4,databox-app-mock-2,app,1019276,458717,118861824,0.102675781
4,databox-app-mock-2,app,1128008,508559,119136256,0.1027766984924623
4,databox-app-mock-2,app,1210852,545732,119349248,0.084642237
4,databox-app-mock-2,app,1274052,574157,123625472,0.0855901175879397
4,databox-app-mock-2,app,1323048,596456,123748352,0.053663379
4,databox-app-mock-2,app,1434898,647246,124051456,0.12147407363184079
4,databox-app-mock-2,app,1515482,682613,129785856,0.09729261717171717
4,databox-app-mock-2,app,1617468,729260,129912832,0.100576654
4,databox-app-mock-2,app,1679332,756914,129261568,0.086938945
4,databox-store-mock-3,store,2506,1524,43884544,0.00006042270227808327
4,databox-store-mock-3,store,3076,1524,46735360,0.122677759
4,databox-store-mock-3,store,3346,1734,54652928,0.117805195
4,databox-store-mock-3,store,3346,1734,61632512,0.14134608241206031
4,databox-store-mock-3,store,3416,1734,70201344,0.214716566
4,databox-store-mock-3,store,3626,1734,75296768,0.14110006532663316
4,databox-store-mock-3,store,3626,1944,84217856,0.170452418
4,databox-store-mock-3,store,3626,1944,90906624,0.13252718805970148
4,databox-store-mock-3,store,3696,1944,97153024,0.17192617777777777
4,databox-store-mock-3,store,5618,3174,101883904,0.160883115
4,databox-store-mock-3,store,12426,8142,106078208,0.189737764
4,databox-driver-mock-3,driver,864,676,31371264,0.00003149604578088748
4,databox-driver-mock-3,driver,1384,1016,33456128,0.102046453
4,databox-driver-mock-3,driver,1524,1016,42696704,0.141703838
4,databox-driver-mock-3,driver,1524,1016,46858240,0.1555076663316583
4,databox-driver-mock-3,driver,1524,1086,54464512,0.109704055
4,databox-driver-mock-3,driver,1594,1156,62164992,0.16992128844221105
4,databox-driver-mock-3,driver,1734,1156,71823360,0.205162964
4,databox-driver-mock-3,driver,1734,1156,77369344,0.13134906368159205
4,databox-driver-mock-3,driver,1734,1226,87351296,0.18468039595959596
4,databox-driver-mock-3,driver,1804,1296,94691328,0.131558905
4,databox-driver-mock-3,driver,1804,1296,99082240,0.158865636
4,databox-app-mock-3,app,934,516,28315648,0.000023432373627578145
4,databox-app-mock-3,app,1204,926,32964608,0.124945712
4,databox-app-mock-3,app,1524,1016,42934272,0.205496422
4,databox-app-mock-3,app,1524,1016,47456256,0.1527515567839196
4,databox-app-mock-3,app,1594,1016,56815616,0.127534449
4,databox-app-mock-3,app,1594,1156,61960192,0.12140007336683417
4,databox-app-mock-3,app,1734,1156,65748992,0.122692042
4,databox-app-mock-3,app,1734,1156,74547200,0.1380119671641791
4,databox-app-mock-3,app,1804,1156,82698240,0.22931166060606062
4,databox-app-mock-3,app,4010,4075,86192128,0.123482826
4,databox-app-mock-3,app,8438,10143,92008448,0.150837544
5,arbiter,arbiter,45608,19638,89022464,0.0001293414166533701
5,arbiter,arbiter,46358,19638,89022464,0
5,arbiter,arbiter,46518,19638,89022464,0
5,arbiter,arbiter,46658,19638,89022464,0
5,arbiter,arbiter,46728,19638,89022464,0
5,arbiter,arbiter,46868,19638,89022464,0
5,arbiter,arbiter,47148,19638,89022464,0
5,arbiter,arbiter,47148,19638,89022464,0
5,arbiter,arbiter,47218,19638,89022464,0
5,arbiter,arbiter,47358,19638,89022464,0
5,arbiter,arbiter,47428,19638,89022464,0
5,databox-store-mock-0,store,26954432,19261654,141328384,0.0019564652066285247
5,databox-store-mock-0,store,27101976,19371998,141332480,0.10189900703517588
5,databox-store-mock-0,store,27233168,19469235,141832192,0.11032653134328359
5,databox-store-mock-0,store,27379370,19562196,141987840,0.10604618090452261
5,databox-store-mock-0,store,27491638,19628142,142102528,0.07809542512562814
5,databox-store-mock-0,store,27622436,19713648,143011840,0.09851258660287081
5,databox-store-mock-0,store,27752852,19802568,143040512,0.10222266735751295
5,databox-store-mock-0,store,27939881,19927766,143040512,0.1189639648241206
5,databox-store-mock-0,store,28131744,20075594,143044608,0.11239349748743718
5,databox-store-mock-0,store,28275886,20169230,143044608,0.07616571782178218
5,databox-store-mock-0,store,28412052,20262559,143044608,0.085624698989899
5,databox-driver-mock-0,driver,2663141,22622131,131522560,0.0017679193634747327
5,databox-driver-mock-0,driver,2675869,22729043,131522560,0.0905096783919598
5,databox-driver-mock-0,driver,2688195,22837033,129101824,0.10694924975124379
5,databox-driver-mock-0,driver,2702439,22961752,129101824,0.08321037587939699
5,databox-driver-mock-0,driver,2714299,23063944,129101824,0.06885736783919598
5,databox-driver-mock-0,driver,2726535,23170184,129101824,0.07236863923444976
5,databox-driver-mock-0,driver,2739573,23280718,129101824,0.07546327461139897
5,databox-driver-mock-0,driver,2752883,23403206,129499136,0.08178950150753769
5,databox-driver-mock-0,driver,2776053,23602292,129421312,0.12421938894472362
5,databox-driver-mock-0,driver,2789867,23724233,129421312,0.07541283861386139
5,databox-driver-mock-0,driver,2801963,23830910,129421312,0.07980647272727273
5,databox-app-mock-0,app,16646200,4337045,120913920,0.0011155119967632377
5,databox-app-mock-0,app,16728483,4359173,120913920,0.04071870552763819
5,databox-app-mock-0,app,16792069,4376369,120913920,0.035433598009950246
5,databox-app-mock-0,app,16870388,4397543,120913920,0.04264815075376884
5,databox-app-mock-0,app,16934936,4414673,120913920,0.05018416984924623
5,databox-app-mock-0,app,17001292,4432757,120913920,0.0392994038277512
5,databox-app-mock-0,app,17103119,4458959,120913920,0.055069452849740935
5,databox-app-mock-0,app,17185416,4480691,120913920,0.04139604924623116
5,databox-app-mock-0,app,17315113,4514555,121761792,0.08051003316582915
5,databox-app-mock-0,app,17397767,4536059,121761792,0.043575244554455446
5,databox-app-mock-0,app,17496869,4562459,121761792,0.0640663101010101
5,databox-store-mock-1,store,11640482,8187652,185819136,0.0011927093645004673
5,databox-store-mock-1,store,11813304,8319235,186150912,0.12781145628140703
5,databox-store-mock-1,store,11992139,8447508,187113472,0.12510367860696517
5,databox-store-mock-1,store,12143299,8548213,187113472,0.08872727236180905
5,databox-store-mock-1,store,12307828,8660888,187113472,0.10940036180904522
