stores,name,timestamp,entries
5,mongo-0,3476,1
5,mongo-0,3476,1
5,mongo-0,3476,1
5,mongo-0,3476,1
5,mongo-0,3476,1
5,mongo-0,3477,1
5,mongo-0,3477,1
5,mongo-0,3478,1
5,mongo-0,3479,1
5,mongo-0,3479,1
5,mongo-0,3481,1
5,mongo-0,3481,1
5,mongo-0,3481,1
5,mongo-0,3482,1
5,mongo-0,3482,1
5,mongo-0,3487,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3495,1
5,mongo-0,3504,1
5,mongo-0,3513,1
5,mongo-0,3513,1
5,mongo-0,3513,1
5,mongo-0,3514,1
5,mongo-0,3515,1
5,mongo-0,3515,1
5,mongo-0,3516,1
5,mongo-0,3516,1
5,mongo-0,3517,1
5,mongo-0,3517,1
5,mongo-0,3518,1
5,mongo-0,3518,1
5,mongo-0,3519,1
5,mongo-0,3519,1
5,mongo-0,3520,1
5,mongo-0,3520,1
5,mongo-0,3521,1
5,mongo-0,3521,1
5,mongo-0,3522,1
5,mongo-0,3523,1
5,mongo-0,3526,1
5,mongo-0,3527,1
5,mongo-0,3527,1
5,mongo-0,3528,1
5,mongo-0,3529,1
5,mongo-0,3530,1
5,mongo-0,3530,1
5,mongo-0,3531,1
5,mongo-0,3532,1
5,mongo-0,3532,1
5,mongo-0,3533,1
5,mongo-0,3534,1
5,mongo-0,3535,1
5,mongo-0,3536,1
5,mongo-0,3536,1
5,mongo-0,3540,1
5,mongo-0,3540,1
5,mongo-0,3540,1
5,mongo-0,3540,1
5,mongo-0,3540,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3544,1
5,mongo-0,3545,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3549,1
5,mongo-0,3550,1
5,mongo-0,3551,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3563,1
5,mongo-0,3564,1
5,mongo-0,3565,1
5,mongo-0,3565,1
5,mongo-0,3566,1
5,mongo-0,3567,1
5,mongo-0,3567,1
5,mongo-0,3568,1
5,mongo-0,3568,1
5,mongo-0,3569,1
5,mongo-0,3569,1
5,mongo-0,3570,1
5,mongo-0,3572,1
5,mongo-0,3573,1
5,mongo-0,3580,1
5,mongo-0,3581,1
5,mongo-0,3582,1
5,mongo-0,3583,1
5,mongo-0,3583,1
5,mongo-0,3584,1
5,mongo-0,3585,1
5,mongo-0,3585,1
5,mongo-0,3586,1
5,mongo-0,3588,1
5,mongo-0,3592,1
5,mongo-0,3592,1
5,mongo-0,3593,1
5,mongo-0,3594,1
5,mongo-0,3595,1
5,mongo-0,3599,1
5,mongo-0,3599,1
5,mongo-0,3599,1
5,mongo-0,3599,1
5,mongo-0,3599,1
5,mongo-0,3600,1
5,mongo-0,3602,1
5,mongo-0,3604,1
5,mongo-0,3605,1
5,mongo-0,3606,1
5,mongo-0,3607,1
5,mongo-0,3608,1
5,mongo-0,3609,1
5,mongo-0,3609,1
5,mongo-0,3610,1
5,mongo-0,3610,1
5,mongo-0,3611,1
5,mongo-0,3612,1
5,mongo-0,3613,1
5,mongo-0,3617,1
5,mongo-0,3618,1
5,mongo-0,3619,1
5,mongo-0,3620,1
5,mongo-0,3621,1
5,mongo-0,3622,1
5,mongo-0,3623,1
5,mongo-0,3623,1
5,mongo-0,3628,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3629,1
5,mongo-0,3630,1
5,mongo-0,3630,1
5,mongo-0,3631,1
5,mongo-0,3634,1
5,mongo-0,3634,1
5,mongo-0,3634,1
5,mongo-0,3635,1
5,mongo-0,3635,1
5,mongo-0,3636,1
5,mongo-0,3637,1
5,mongo-0,3638,1
5,mongo-0,3638,1
5,mongo-0,3639,1
5,mongo-0,3640,1
5,mongo-0,3640,1
5,mongo-0,3641,1
5,mongo-0,3642,1
5,mongo-0,3642,1
5,mongo-0,3643,1
5,mongo-0,3643,1
5,mongo-0,3644,1
5,mongo-0,3645,1
5,mongo-0,3645,1
5,mongo-0,3646,1
5,mongo-0,3646,1
5,mongo-0,3647,1
5,mongo-0,3654,1
5,mongo-0,3655,1
5,mongo-0,3655,1
5,mongo-0,3658,1
5,mongo-0,3658,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3664,1
5,mongo-0,3665,1
5,mongo-0,3666,1
5,mongo-0,3666,1
5,mongo-0,3667,1
5,mongo-0,3668,1
5,mongo-0,3672,1
5,mongo-0,3673,1
5,mongo-0,3679,1
5,mongo-0,3682,1
5,mongo-0,3684,1
5,mongo-0,3685,1
5,mongo-0,3685,1
5,mongo-0,3686,1
5,mongo-0,3687,1
5,mongo-0,3688,1
5,mongo-0,3688,1
5,mongo-0,3689,1
5,mongo-0,3689,1
5,mongo-0,3690,1
5,mongo-0,3691,1
5,mongo-0,3691,1
5,mongo-0,3692,1
5,mongo-0,3692,1
5,mongo-0,3693,1
5,mongo-0,3694,1
5,mongo-0,3695,1
5,mongo-0,3696,1
5,mongo-0,3697,1
5,mongo-0,3697,1
5,mongo-0,3698,1
5,mongo-0,3698,1
5,mongo-0,3699,1
5,mongo-0,3700,1
5,mongo-0,3700,1
5,mongo-0,3701,1
5,mongo-0,3702,1
5,mongo-0,3703,1
5,mongo-0,3704,1
5,mongo-0,3705,1
5,mongo-0,3706,1
5,mongo-0,3706,1
5,mongo-0,3707,1
5,mongo-0,3708,1
5,mongo-0,3708,1
5,mongo-0,3709,1
5,mongo-0,3710,1
5,mongo-0,3710,1
5,mongo-0,3711,1
5,mongo-0,3712,1
5,mongo-0,3712,1
5,mongo-0,3713,1
5,mongo-0,3714,1
5,mongo-0,3714,1
5,mongo-0,3715,1
5,mongo-0,3716,1
5,mongo-0,3717,1
5,mongo-0,3717,1
5,mongo-0,3718,1
5,mongo-0,3719,1
5,mongo-0,3720,1
5,mongo-0,3720,1
5,mongo-0,3721,1
5,mongo-0,3722,1
5,mongo-0,3722,1
5,mongo-0,3723,1
5,mongo-0,3725,1
5,mongo-0,3726,1
5,mongo-0,3727,1
5,mongo-0,3727,1
5,mongo-0,3728,1
5,mongo-0,3729,1
5,mongo-0,3729,1
5,mongo-0,3730,1
5,mongo-0,3730,1
5,mongo-0,3731,1
5,mongo-0,3732,1
5,mongo-0,3733,1
5,mongo-0,3734,1
5,mongo-0,3734,1
5,mongo-0,3735,1
5,mongo-0,3735,1
5,mongo-0,3740,1
5,mongo-0,3740,1
5,mongo-0,3740,1
5,mongo-0,3740,1
5,mongo-0,3740,1
5,mongo-0,3741,1
5,mongo-0,3747,1
5,mongo-0,3748,1
5,mongo-0,3750,1
5,mongo-0,3751,1
5,mongo-0,3751,1
5,mongo-0,3752,1
5,mongo-0,3752,1
5,mongo-0,3752,1
5,mongo-0,3753,1
5,mongo-0,3753,1
5,mongo-0,3754,1
5,mongo-0,3754,1
5,mongo-0,3755,1
5,mongo-0,3755,1
5,mongo-0,3756,1
5,mongo-0,3756,1
5,mongo-0,3757,1
5,mongo-0,3758,1
5,mongo-0,3758,1
5,mongo-0,3760,1
5,mongo-0,3761,1
5,mongo-0,3763,1
5,mongo-0,3763,1
5,mongo-0,3764,1
5,mongo-0,3764,1
5,mongo-0,3765,1
5,mongo-0,3765,1
5,mongo-0,3766,1
5,mongo-0,3766,1
5,mongo-0,3767,1
5,mongo-0,3768,1
5,mongo-0,3768,1
5,mongo-0,3769,1
5,mongo-0,3769,1
5,mongo-0,3770,1
5,mongo-0,3771,1
5,mongo-0,3771,1
5,mongo-0,3772,1
5,mongo-0,3772,1
5,mongo-0,3773,1
5,mongo-0,3775,1
5,mongo-0,3776,1
5,mongo-0,3777,1
5,mongo-0,3778,1
5,mongo-0,3778,1
5,mongo-0,3778,1
5,mongo-0,3779,1
5,mongo-0,3780,1
5,mongo-0,3781,1
5,mongo-0,3782,1
5,mongo-0,3783,1
5,mongo-0,3783,1
5,mongo-0,3784,1
5,mongo-0,3786,1
5,mongo-0,3786,1
5,mongo-0,3787,1
5,mongo-0,3788,1
5,mongo-0,3788,1
5,mongo-0,3789,1
5,mongo-0,3789,1
5,mongo-0,3790,1
5,mongo-0,3791,1
5,mongo-0,3791,1
5,mongo-0,3793,1
5,mongo-0,3794,1
5,mongo-0,3794,1
5,mongo-0,3800,1
5,mongo-0,3801,1
5,mongo-0,3801,1
5,mongo-0,3802,1
5,mongo-0,3803,1
5,mongo-0,3803,1
5,mongo-0,3804,1
5,mongo-0,3804,1
5,mongo-0,3805,1
5,mongo-0,3806,1
5,mongo-0,3806,1
5,mongo-0,3807,1
5,mongo-0,3807,1
5,mongo-0,3808,1
5,mongo-0,3809,1
5,mongo-0,3809,1
5,mongo-0,3810,1
5,mongo-0,3811,1
5,mongo-0,3811,1
5,mongo-0,3812,1
5,mongo-0,3813,1
5,mongo-0,3814,1
5,mongo-0,3815,1
5,mongo-0,3815,1
5,mongo-0,3816,1
5,mongo-0,3817,1
5,mongo-0,3817,1
5,mongo-0,3818,1
5,mongo-0,3821,1
5,mongo-0,3821,1
5,mongo-0,3824,1
5,mongo-0,3824,1
5,mongo-0,3825,1
5,mongo-0,3826,1
5,mongo-0,3826,1
5,mongo-0,3827,1
5,mongo-0,3828,1
5,mongo-0,3828,1
5,mongo-0,3829,1
5,mongo-0,3830,1
5,mongo-0,3830,1
5,mongo-0,3831,1
5,mongo-0,3831,1
5,mongo-0,3832,1
5,mongo-0,3833,1
5,mongo-0,3833,1
5,mongo-0,3836,1
5,mongo-0,3836,1
5,mongo-0,3837,1
5,mongo-0,3838,1
5,mongo-0,3838,1
5,mongo-0,3839,1
5,mongo-0,3839,1
5,mongo-0,3856,1
5,mongo-0,3856,1
5,mongo-0,3857,1
5,mongo-0,3858,1
5,mongo-0,3858,1
5,mongo-0,3859,1
5,mongo-0,3859,1
5,mongo-0,3860,1
5,mongo-0,3861,1
5,mongo-0,3862,1
5,mongo-0,3863,1
5,mongo-0,3864,1
5,mongo-0,3865,1
5,mongo-0,3866,1
5,mongo-0,3867,1
5,mongo-0,3867,1
5,mongo-0,3868,1
5,mongo-0,3869,1
5,mongo-0,3869,1
5,mongo-0,3870,1
5,mongo-0,3871,1
5,mongo-0,3871,1
5,mongo-0,3872,1
5,mongo-0,3872,1
5,mongo-0,3873,1
5,mongo-0,3874,1
5,mongo-0,3910,1
5,mongo-0,3910,1
5,mongo-0,3910,1
5,mongo-0,3910,1
5,mongo-0,3911,1
5,mongo-0,3911,1
5,mongo-0,3912,1
5,mongo-0,3913,1
5,mongo-0,3913,1
5,mongo-0,3914,1
5,mongo-0,3914,1
5,mongo-0,3915,1
5,mongo-0,3915,1
5,mongo-0,3916,1
5,mongo-0,3917,1
5,mongo-0,3917,1
5,mongo-0,3918,1
5,mongo-0,3919,1
5,mongo-0,3919,1
5,mongo-0,3920,1
5,mongo-0,3921,1
5,mongo-0,3921,1
5,mongo-0,3922,1
5,mongo-0,3923,1
5,mongo-0,3923,1
5,mongo-0,3924,1
5,mongo-0,3925,1
5,mongo-0,3925,1
5,mongo-0,3926,1
5,mongo-0,3927,1
5,mongo-0,3927,1
5,mongo-0,3928,1
5,mongo-0,3929,1
5,mongo-0,3930,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3934,1
5,mongo-0,3935,1
5,mongo-0,3935,1
5,mongo-0,3936,1
5,mongo-0,3936,1
5,mongo-0,3937,1
5,mongo-0,3938,1
5,mongo-0,3938,1
5,mongo-0,3939,1
5,mongo-0,3940,1
5,mongo-0,3940,1
5,mongo-0,3941,1
5,mongo-0,3941,1
5,mongo-0,3942,1
5,mongo-0,3943,1
5,mongo-0,3943,1
5,mongo-0,3944,1
5,mongo-0,3945,1
5,mongo-0,3945,1
5,mongo-0,3946,1
5,mongo-0,3947,1
5,mongo-0,3948,1
5,mongo-0,3949,1
5,mongo-0,3949,1
5,mongo-0,3950,1
5,mongo-0,3951,1
5,mongo-0,3951,1
5,mongo-0,3952,1
5,mongo-0,3952,1
5,mongo-0,3953,1
5,mongo-0,3954,1
5,mongo-0,3954,1
5,mongo-0,3955,1
5,mongo-0,3956,1
5,mongo-0,3956,1
5,mongo-0,3957,1
5,mongo-0,3958,1
5,mongo-0,3958,1
5,mongo-0,3959,1
5,mongo-0,3960,1
5,mongo-0,3960,1
5,mongo-0,3961,1
5,mongo-0,3962,1
5,mongo-0,3962,1
5,mongo-0,3963,1
5,mongo-0,3964,1
5,mongo-0,3964,1
5,mongo-0,3965,1
5,mongo-0,3966,1
5,mongo-0,3966,1
5,mongo-0,3967,1
5,mongo-0,3968,1
5,mongo-0,3968,1
5,mongo-0,3969,1
5,mongo-0,3970,1
5,mongo-0,3971,1
5,mongo-0,3981,1
5,mongo-0,3982,1
5,mongo-0,3982,1
5,mongo-0,3983,1
5,mongo-0,3984,1
5,mongo-0,3985,1
5,mongo-0,3985,1
5,mongo-0,3987,1
5,mongo-0,3987,1
5,mongo-0,3988,1
5,mongo-0,3989,1
5,mongo-0,3990,1
5,mongo-0,3990,1
5,mongo-0,3991,1
5,mongo-0,3992,1
5,mongo-0,3993,1
5,mongo-0,3993,1
5,mongo-0,3994,1
5,mongo-0,3995,1
5,mongo-0,3995,1
5,mongo-0,3996,1
5,mongo-0,3997,1
5,mongo-0,3997,1
5,mongo-0,4000,1
5,mongo-0,4002,1
5,mongo-0,4002,1
5,mongo-0,4003,1
5,mongo-0,4003,1
5,mongo-0,4004,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4010,1
5,mongo-0,4011,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4026,1
5,mongo-0,4027,1
5,mongo-0,4027,1
5,mongo-0,4027,1
5,mongo-0,4027,1
5,mongo-0,4028,1
5,mongo-0,4029,1
5,mongo-0,4030,1
5,mongo-0,4031,1
5,mongo-0,4032,1
5,mongo-0,4033,1
5,mongo-0,4034,1
5,mongo-0,4034,1
5,mongo-0,4036,1
5,mongo-0,4036,1
5,mongo-0,4037,1
5,mongo-0,4038,1
5,mongo-0,4039,1
5,mongo-0,4039,1
5,mongo-0,4040,1
5,mongo-0,4041,1
5,mongo-0,4042,1
5,mongo-0,4043,1
5,mongo-0,4053,1
5,mongo-0,4053,1
5,mongo-0,4054,1
5,mongo-0,4055,1
5,mongo-0,4056,1
5,mongo-0,4057,1
5,mongo-0,4058,1
5,mongo-0,4059,1
5,mongo-0,4060,1
5,mongo-0,4060,1
5,mongo-0,4061,1
5,mongo-0,4062,1
5,mongo-0,4062,1
5,mongo-0,4063,1
5,mongo-0,4064,1
5,mongo-0,4065,1
5,mongo-0,4074,1
5,mongo-0,4074,1
5,mongo-0,4076,1
5,mongo-0,4076,1
5,mongo-0,4076,1
5,mongo-0,4078,1
5,mongo-0,4078,1
5,mongo-0,4079,1
5,mongo-0,4080,1
5,mongo-0,4081,1
5,mongo-0,4082,1
5,mongo-0,4083,1
5,mongo-0,4084,1
5,mongo-0,4085,1
5,mongo-0,4086,1
5,mongo-0,4086,1
5,mongo-0,4087,1
5,mongo-0,4088,1
5,mongo-0,4089,1
5,mongo-0,4089,1
5,mongo-0,4091,1
5,mongo-0,4092,1
5,mongo-0,4092,1
5,mongo-0,4093,1
5,mongo-0,4094,1
5,mongo-0,4094,1
5,mongo-0,4095,1
5,mongo-0,4100,1
5,mongo-0,4101,1
5,mongo-0,4102,1
5,mongo-0,4103,1
5,mongo-0,4103,1
5,mongo-0,4104,1
5,mongo-0,4105,1
5,mongo-0,4105,1
5,mongo-0,4106,1
5,mongo-0,4106,1
5,mongo-0,4107,1
5,mongo-0,4108,1
5,mongo-0,4109,1
5,mongo-0,4109,1
5,mongo-0,4113,1
5,mongo-0,4114,1
5,mongo-0,4114,1
5,mongo-0,4115,1
5,mongo-0,4115,1
5,mongo-0,4116,1
5,mongo-0,4117,1
5,mongo-0,4117,1
5,mongo-0,4118,1
5,mongo-0,4119,1
5,mongo-0,4120,1
5,mongo-0,4121,1
5,mongo-0,4122,1
5,mongo-0,4123,1
5,mongo-0,4123,1
5,mongo-0,4124,1
5,mongo-0,4125,1
5,mongo-0,4126,1
